                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.4066,                 4.7788,                 1.3892,                      0,                      0,                      0,                      0,                 1.1292,                 4.3771,                 1.0734,             5.6162e-05,             5.6162e-05,             5.6162e-05
                     16,                 1.3299,                 4.8918,                 1.3424,                0.02632,                0.00155,                0.01393,                0.00418,                  1.112,                 4.3614,                 1.0661,             5.8314e-05,             5.8314e-05,             5.8314e-05
                     17,                 1.4039,                 4.7296,                 1.3698,                0.03289,                0.03096,                0.03138,                0.02048,                  1.126,                 4.2863,                 1.0673,             6.0258e-05,             6.0258e-05,             6.0258e-05
                     18,                 1.2894,                 4.6275,                  1.318,                0.04775,                0.09288,                0.05508,                0.04036,                 1.1306,                 4.2373,                  1.066,             6.1995e-05,             6.1995e-05,             6.1995e-05
                     19,                 1.3172,                 4.6391,                 1.2905,                0.02338,                0.15325,                0.07585,                0.05395,                 1.1454,                 4.1816,                 1.0723,             6.3523e-05,             6.3523e-05,             6.3523e-05
                     20,                 1.2815,                 4.6332,                 1.3043,                0.04815,                0.28793,                0.12252,                0.08938,                 1.1637,                 4.0554,                 1.0831,             6.4844e-05,             6.4844e-05,             6.4844e-05
                     21,                 1.2524,                 4.5945,                 1.2944,                0.02741,                0.31579,                0.11979,                0.08887,                 1.1724,                  3.987,                  1.089,              6.342e-05,              6.342e-05,              6.342e-05
                     22,                 1.3071,                 4.5643,                 1.3228,                 0.0245,                0.36842,                0.12241,                0.08886,                 1.1744,                 3.9288,                 1.0926,             6.1341e-05,             6.1341e-05,             6.1341e-05
                     23,                 1.3007,                 4.5176,                  1.312,                0.03488,                0.44737,                0.13145,                0.09228,                 1.1713,                 3.8521,                 1.0886,             5.9262e-05,             5.9262e-05,             5.9262e-05
                     24,                  1.282,                 4.4435,                 1.3024,                0.02579,                0.47214,                 0.1239,                0.08327,                 1.2046,                 3.7004,                 1.1076,             5.7183e-05,             5.7183e-05,             5.7183e-05
                     25,                 1.3275,                 4.4954,                 1.3379,                0.55296,                0.22253,                0.13117,                0.08768,                 1.1971,                 3.6335,                 1.1055,             5.5104e-05,             5.5104e-05,             5.5104e-05
                     26,                 1.2363,                   4.39,                 1.2527,                0.59088,                0.17018,                0.13859,                0.09294,                 1.1958,                 3.5764,                 1.1126,             5.3025e-05,             5.3025e-05,             5.3025e-05
                     27,                 1.2687,                 4.4828,                 1.2458,                0.61516,                0.13254,                 0.1414,                0.09623,                 1.1978,                 3.5349,                 1.1172,             5.0946e-05,             5.0946e-05,             5.0946e-05
                     28,                 1.3161,                 4.2317,                 1.2879,                0.66553,                 0.1548,                0.12195,                0.08126,                 1.1869,                 3.4967,                 1.1207,             4.8867e-05,             4.8867e-05,             4.8867e-05
                     29,                 1.2717,                 4.4562,                  1.288,                0.78405,                 0.1239,                0.14354,                0.09585,                 1.1537,                 3.4733,                 1.1104,             4.6788e-05,             4.6788e-05,             4.6788e-05
                     30,                 1.2577,                  4.318,                 1.2718,                0.79751,                0.09907,                 0.1568,                0.11027,                 1.1276,                 3.4673,                 1.1167,             4.4709e-05,             4.4709e-05,             4.4709e-05
                     31,                 1.3139,                 4.4711,                 1.2944,                0.79678,                0.10062,                0.15553,                0.11042,                 1.1209,                 3.4382,                 1.1175,              4.263e-05,              4.263e-05,              4.263e-05
                     32,                  1.231,                  4.258,                 1.2539,                0.66425,                0.21053,                0.13445,                0.09318,                 1.0851,                 3.3916,                 1.0953,             4.0551e-05,             4.0551e-05,             4.0551e-05
                     33,                 1.2756,                  4.413,                 1.2945,                0.69801,                0.24991,                0.13975,                 0.1044,                 1.0886,                 3.3739,                 1.0928,             3.8472e-05,             3.8472e-05,             3.8472e-05
                     34,                 1.3398,                 4.2167,                 1.3066,                0.57217,                0.28947,                0.14479,                 0.1087,                 1.0873,                  3.347,                 1.0911,             3.6393e-05,             3.6393e-05,             3.6393e-05
                     35,                 1.2083,                 4.2087,                 1.2696,                0.20698,                0.44737,                0.15954,                0.12233,                  1.084,                 3.3163,                 1.0887,             3.4314e-05,             3.4314e-05,             3.4314e-05
                     36,                 1.2646,                 4.3529,                 1.3047,                0.68717,                0.26316,                0.18403,                 0.1436,                 1.1023,                   3.25,                 1.1023,             3.2235e-05,             3.2235e-05,             3.2235e-05
                     37,                 1.3112,                 4.3686,                 1.3165,                0.69121,                0.26316,                 0.1768,                0.13881,                 1.1062,                 3.2238,                 1.1082,             3.0156e-05,             3.0156e-05,             3.0156e-05
                     38,                 1.2781,                 4.0969,                 1.2749,                0.69723,                0.22945,                0.18109,                 0.1419,                 1.1014,                  3.212,                 1.1086,             2.8077e-05,             2.8077e-05,             2.8077e-05
                     39,                 1.2643,                 4.1577,                 1.2869,                0.69678,                0.23566,                0.19641,                0.15307,                 1.0831,                 3.2006,                 1.1012,             2.5998e-05,             2.5998e-05,             2.5998e-05
                     40,                 1.3592,                  4.163,                 1.3154,                0.75101,                0.14894,                0.16356,                0.12211,                 1.0634,                 3.1597,                 1.0951,             2.3919e-05,             2.3919e-05,             2.3919e-05
                     41,                 1.0905,                 4.2743,                 1.1825,                0.71983,                0.26316,                0.15345,                0.11443,                 1.0437,                 3.1457,                 1.0865,              2.184e-05,              2.184e-05,              2.184e-05
                     42,                 1.1118,                 4.2755,                 1.2114,                0.72068,                0.23684,                0.18704,                0.14302,                 1.0363,                 3.1374,                 1.0821,             1.9761e-05,             1.9761e-05,             1.9761e-05
                     43,                 1.0438,                 4.2815,                 1.1657,                0.75024,                0.18421,                0.18968,                0.14283,                 1.0369,                 3.1336,                 1.0854,             1.7682e-05,             1.7682e-05,             1.7682e-05
                     44,                 1.0715,                 4.1874,                 1.1767,                0.77834,                 0.1119,                0.20104,                0.14229,                 1.0706,                 3.1068,                 1.1023,             1.5603e-05,             1.5603e-05,             1.5603e-05
                     45,                 1.1153,                 4.2386,                 1.2079,                0.80897,                0.11814,                 0.1893,                0.13259,                 1.0846,                 3.1106,                  1.112,             1.3524e-05,             1.3524e-05,             1.3524e-05
                     46,                 1.1184,                 4.2212,                  1.185,                0.83363,                0.10876,                0.19297,                 0.1362,                 1.0983,                 3.1138,                 1.1179,             1.1445e-05,             1.1445e-05,             1.1445e-05
                     47,                 1.0724,                  4.246,                 1.1651,                0.83418,                0.11416,                0.20945,                0.15033,                 1.1096,                 3.0986,                 1.1193,              9.366e-06,              9.366e-06,              9.366e-06
                     48,                 1.0325,                 4.1914,                 1.1382,                0.73804,                0.19136,                0.20691,                0.15239,                  1.111,                 3.1026,                 1.1193,              7.287e-06,              7.287e-06,              7.287e-06
                     49,                 1.0457,                 4.2369,                 1.1521,                0.73915,                0.19907,                0.21048,                0.15453,                 1.1079,                 3.0951,                 1.1154,              5.208e-06,              5.208e-06,              5.208e-06
                     50,                 1.0703,                  4.245,                 1.1716,                0.73795,                0.20429,                0.19552,                0.14213,                 1.0974,                 3.0838,                 1.1093,              3.129e-06,              3.129e-06,              3.129e-06
