                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.3774,                 4.4711,                 1.3575,                 0.0085,                0.54237,                0.05205,                0.03417,                 1.2326,                 3.9308,                 1.2972,              0.0099977,              0.0099977,              0.0099977
                     25,                 1.3665,                 4.4892,                 1.3735,                 0.8439,                0.05814,                  0.058,                0.03686,                 1.3879,                 4.6839,                 1.4595,              0.0099976,              0.0099976,              0.0099976
                     26,                 1.3301,                 4.3572,                 1.3456,                0.00683,                0.19068,                0.01351,                0.00393,                 2.1322,                 8.8249,                 2.3242,              0.0099975,              0.0099975,              0.0099975
                     27,                 1.3029,                 4.3411,                 1.3427,                0.00315,                0.27542,                0.01911,                0.00751,                 1.7658,                 69.054,                 2.0038,              0.0099974,              0.0099974,              0.0099974
                     28,                 1.2089,                 4.1627,                 1.2398,                0.27593,                0.16949,                0.03707,                0.01896,                 1.7038,                 7.4391,                 1.8644,              0.0099973,              0.0099973,              0.0099973
                     29,                 1.2342,                 4.3382,                 1.3226,                0.58844,                0.15254,                0.08027,                0.03976,                 1.4018,                 5.0255,                 1.5525,              0.0099972,              0.0099972,              0.0099972
                     30,                 1.3329,                 4.2175,                 1.3407,                0.58337,                0.15254,                0.02561,                0.01099,                 2.0625,                 23.403,                 2.2136,              0.0099971,              0.0099971,              0.0099971
                     31,                 1.2691,                 4.4463,                 1.3159,                0.52573,                0.08372,                0.05571,                0.03314,                 1.3809,                  4.096,                 1.4977,               0.009997,               0.009997,               0.009997
                     32,                 1.2737,                 4.1187,                 1.2811,                 0.3998,                0.23477,                0.09604,                0.05467,                 1.3484,                 4.1599,                 1.4529,              0.0099969,              0.0099969,              0.0099969
                     33,                 1.2162,                 4.1242,                  1.276,                0.33307,                   0.28,                0.08285,                0.05085,                 1.4374,                 11.142,                 1.5984,              0.0099968,              0.0099968,              0.0099968
                     34,                 1.3134,                 4.1053,                 1.3174,                0.41363,                0.28191,                0.11693,                0.06899,                 1.2539,                 12.387,                 1.4014,              0.0099967,              0.0099967,              0.0099967
                     35,                 1.2733,                 4.0085,                 1.3509,                 0.1263,                0.42747,                0.08112,                0.03515,                 1.5934,                 42.933,                 1.6383,              0.0099966,              0.0099966,              0.0099966
                     36,                 1.3489,                 4.1243,                 1.3625,                0.13299,                0.46936,                0.16085,                0.09697,                 1.3974,                 15.275,                 1.5049,              0.0099965,              0.0099965,              0.0099965
                     37,                 1.2443,                 4.1441,                 1.2862,                0.08829,                0.53654,                0.13651,                0.09199,                 1.0871,                 5.6908,                 1.2309,              0.0099964,              0.0099964,              0.0099964
                     38,                 1.2916,                 4.0616,                 1.3026,                0.29574,                0.26382,                0.16366,                0.10717,                 1.2022,                 4.9584,                 1.2964,              0.0099963,              0.0099963,              0.0099963
                     39,                 1.3221,                 3.9276,                 1.3648,                0.14075,                0.44068,                0.16631,                0.10811,                 1.3637,                 7.2009,                 1.4486,              0.0099962,              0.0099962,              0.0099962
                     40,                 1.3365,                 4.0418,                 1.3391,                0.20559,                0.33126,                0.13824,                0.09443,                 1.2291,                  11.75,                 1.3418,              0.0099961,              0.0099961,              0.0099961
                     41,                  1.166,                 3.9136,                 1.2724,                0.25709,                0.33698,                0.20656,                0.14999,                 1.1071,                 3.7379,                  1.254,               0.009996,               0.009996,               0.009996
                     42,                 1.2142,                 3.9005,                 1.3013,                0.23772,                 0.3864,                0.17244,                 0.1058,                 1.3896,                 5.0657,                 1.4577,              0.0099959,              0.0099959,              0.0099959
                     43,                 1.4105,                 3.9071,                 1.3943,                0.47489,                 0.2958,                0.23386,                0.15966,                  1.365,                 3.7194,                 1.4417,              0.0099958,              0.0099958,              0.0099958
                     44,                 1.2874,                 3.8782,                 1.3311,                0.26054,                0.40929,                0.22314,                0.16135,                 1.0823,                 4.0338,                 1.2465,              0.0099957,              0.0099957,              0.0099957
                     45,                 1.3162,                 3.9492,                 1.3095,                0.27581,                0.36752,                0.23294,                0.16272,                 1.0985,                 3.6777,                  1.232,              0.0099956,              0.0099956,              0.0099956
                     46,                 1.2047,                 3.7508,                 1.2663,                0.24648,                 0.4782,                0.26545,                0.18409,                 1.1606,                 4.7078,                 1.2915,              0.0099955,              0.0099955,              0.0099955
                     47,                  1.266,                 3.7239,                 1.2877,                0.23594,                0.50136,                0.29791,                0.21608,                 1.0185,                 4.3821,                 1.1995,              0.0099954,              0.0099954,              0.0099954
                     48,                 1.2452,                 3.5607,                 1.2781,                0.48795,                0.39407,                0.34959,                0.28061,                0.97313,                 3.2302,                 1.1745,              0.0099953,              0.0099953,              0.0099953
                     49,                 1.2491,                 3.6202,                  1.237,                0.61197,                0.22089,                0.24176,                0.15385,                 1.2037,                 3.3834,                 1.3411,              0.0099952,              0.0099952,              0.0099952
                     50,                 1.3316,                 3.8936,                 1.3563,                0.59451,                0.30997,                0.32899,                0.22877,                 1.2012,                 2.8777,                 1.3657,              0.0099951,              0.0099951,              0.0099951
                     51,                 1.2746,                 3.6879,                 1.2818,                0.35634,                0.44426,                0.34183,                0.25848,                0.93941,                 2.8705,                 1.1618,              0.0099951,              0.0099951,              0.0099951
                     52,                 1.1781,                 3.7414,                 1.2636,                0.34603,                0.61052,                0.39729,                0.30178,                0.97792,                 3.7073,                 1.2306,               0.009995,               0.009995,               0.009995
                     53,                 1.2364,                 3.7762,                 1.2549,                0.65073,                 0.1905,                0.30973,                0.23217,                 1.0448,                 2.9556,                 1.2228,              0.0099949,              0.0099949,              0.0099949
                     54,                 1.1918,                 3.5622,                 1.2328,                 0.4237,                0.42567,                0.42359,                0.33068,                0.98818,                 2.6556,                  1.178,              0.0099948,              0.0099948,              0.0099948
                     55,                 1.2266,                 3.6598,                 1.2391,                0.43123,                  0.461,                0.36683,                0.28539,                0.99716,                 2.7323,                 1.1872,              0.0099947,              0.0099947,              0.0099947
                     56,                 1.2677,                 3.5268,                   1.28,                0.48153,                0.28997,                0.23143,                0.16353,                 1.1334,                 4.5282,                  1.212,              0.0099946,              0.0099946,              0.0099946
                     57,                  1.245,                 3.6394,                 1.2455,                  0.661,                0.23645,                0.30179,                0.22678,                  1.033,                 3.2518,                 1.2132,              0.0099945,              0.0099945,              0.0099945
                     58,                 1.1945,                 3.4452,                 1.2241,                0.51803,                0.37176,                0.43263,                0.34469,                 0.8911,                 2.9529,                 1.1092,              0.0099944,              0.0099944,              0.0099944
                     59,                 1.1548,                  3.533,                 1.2225,                0.44013,                0.49339,                0.37011,                0.27792,                  1.001,                 3.3626,                  1.162,              0.0099943,              0.0099943,              0.0099943
                     60,                 1.1679,                 3.4555,                 1.2127,                0.51194,                0.40252,                0.38364,                0.30015,                0.93977,                 3.2914,                 1.1075,              0.0099942,              0.0099942,              0.0099942
                     61,                 1.1632,                 3.3592,                 1.2088,                0.54349,                0.30431,                0.28192,                0.17594,                 1.3779,                 4.9493,                 1.3954,              0.0099941,              0.0099941,              0.0099941
                     62,                 1.2604,                 3.5674,                 1.2664,                0.57867,                0.35848,                0.41139,                0.32105,                 1.0819,                 2.6907,                 1.2171,               0.009994,               0.009994,               0.009994
                     63,                 1.1497,                 3.3862,                 1.2258,                0.46752,                0.42672,                0.39014,                 0.2942,                 1.0317,                 2.9611,                 1.1599,              0.0099939,              0.0099939,              0.0099939
                     64,                 1.1803,                 3.2945,                 1.2338,                0.38283,                0.54698,                0.49528,                0.38318,                   1.03,                 2.7848,                 1.1765,              0.0099938,              0.0099938,              0.0099938
                     65,                 1.2132,                 3.3813,                  1.249,                0.49302,                0.51147,                0.48721,                0.38371,                0.97586,                 2.4416,                 1.1468,              0.0099937,              0.0099937,              0.0099937
                     66,                 1.0957,                 3.2503,                 1.1658,                  0.528,                 0.5154,                0.49456,                0.39331,                0.92473,                 2.6178,                 1.1134,              0.0099936,              0.0099936,              0.0099936
                     67,                 1.2378,                 3.3942,                 1.2603,                0.54384,                0.47055,                0.53715,                0.41299,                0.98222,                  3.425,                 1.1453,              0.0099935,              0.0099935,              0.0099935
                     68,                 1.2162,                 3.5214,                   1.29,                0.36028,                0.54568,                0.48899,                0.37818,                0.99767,                 3.3529,                 1.1783,              0.0099934,              0.0099934,              0.0099934
                     69,                 1.2004,                 3.3808,                 1.2754,                0.37531,                0.58244,                0.49972,                0.37165,                 1.0343,                  3.103,                 1.1911,              0.0099933,              0.0099933,              0.0099933
                     70,                 1.1779,                 3.3153,                  1.247,                0.61841,                0.39089,                0.47503,                0.33294,                 1.1565,                 3.8348,                 1.2858,              0.0099932,              0.0099932,              0.0099932
                     71,                 1.1458,                 3.2175,                  1.213,                 0.5574,                0.46228,                0.51885,                0.38812,                 1.0028,                 3.0452,                 1.1822,              0.0099931,              0.0099931,              0.0099931
                     72,                 1.1235,                 3.1704,                 1.2341,                0.49268,                0.55403,                 0.5399,                0.40669,                  1.071,                 2.5692,                 1.2121,               0.009993,               0.009993,               0.009993
                     73,                 1.2148,                 3.3569,                 1.2514,                0.65937,                0.45152,                 0.5571,                0.40238,                 1.1047,                  2.514,                 1.2059,              0.0099929,              0.0099929,              0.0099929
                     74,                 1.1546,                 3.2831,                 1.2008,                0.68031,                0.45464,                0.55861,                0.42995,                 1.0138,                 2.4602,                 1.1728,              0.0099928,              0.0099928,              0.0099928
                     75,                 1.2528,                 3.1867,                 1.2384,                0.43309,                0.65453,                0.57891,                0.46121,                0.93459,                 2.4399,                 1.1361,              0.0099927,              0.0099927,              0.0099927
                     76,                 1.1581,                 3.1531,                 1.2118,                 0.5331,                0.60822,                0.66577,                0.52975,                0.92317,                 2.0456,                 1.1129,              0.0099926,              0.0099926,              0.0099926
                     77,                 1.1649,                 3.1966,                 1.2336,                0.52529,                0.59108,                0.61317,                 0.4521,                 1.1278,                  2.081,                 1.2415,              0.0099925,              0.0099925,              0.0099925
                     78,                  1.151,                 2.8994,                 1.1936,                0.55049,                0.55572,                0.61283,                0.47264,                  1.058,                  2.293,                 1.2065,              0.0099924,              0.0099924,              0.0099924
                     79,                 1.1505,                 2.9696,                 1.1978,                 0.4983,                0.53017,                0.54947,                0.40144,                 1.2426,                 2.4018,                 1.3145,              0.0099923,              0.0099923,              0.0099923
                     80,                 1.1176,                 2.9721,                  1.192,                0.51413,                0.64861,                0.65195,                0.47265,                 1.2601,                 2.1437,                 1.3387,              0.0099922,              0.0099922,              0.0099922
                     81,                 1.1858,                 2.8824,                 1.1801,                0.40822,                0.64568,                0.64009,                0.48538,                 1.0317,                  2.378,                 1.1939,              0.0099921,              0.0099921,              0.0099921
                     82,                 1.1232,                 3.0168,                 1.1907,                0.47068,                0.56228,                0.55591,                0.43458,                 1.0368,                 2.3919,                  1.192,               0.009992,               0.009992,               0.009992
                     83,                  1.061,                 2.8743,                 1.1456,                0.41799,                0.63907,                0.58272,                0.46005,                0.93718,                 2.6512,                 1.1363,              0.0099919,              0.0099919,              0.0099919
                     84,                 1.0668,                 2.8349,                 1.1477,                0.48738,                0.67322,                0.65767,                 0.5307,                0.91854,                 2.2445,                 1.1427,              0.0099918,              0.0099918,              0.0099918
                     85,                 1.1098,                 2.9577,                 1.1819,                0.56021,                0.54539,                0.59035,                0.45447,                0.98589,                 2.3535,                 1.2146,              0.0099917,              0.0099917,              0.0099917
                     86,                 1.0825,                 2.9534,                 1.1792,                0.51336,                0.67195,                0.69998,                0.58634,                0.86147,                 1.9119,                 1.1058,              0.0099916,              0.0099916,              0.0099916
                     87,                 1.0568,                 2.8104,                 1.1671,                0.48057,                0.73058,                0.76421,                0.61558,                0.84967,                 1.9387,                 1.1065,              0.0099915,              0.0099915,              0.0099915
                     88,                 1.0581,                 2.7095,                 1.1623,                0.57708,                0.62473,                 0.6945,                0.56943,                0.83028,                 1.7847,                 1.0906,              0.0099914,              0.0099914,              0.0099914
                     89,                 1.0937,                 2.8327,                 1.1942,                0.65009,                0.41401,                0.56902,                0.42101,                  1.078,                 2.5908,                 1.2855,              0.0099913,              0.0099913,              0.0099913
                     90,                 1.0883,                  2.866,                  1.201,                0.57684,                0.51494,                0.63305,                 0.5011,                0.89422,                 2.1508,                 1.1222,              0.0099912,              0.0099912,              0.0099912
                     91,                 1.1398,                 2.8333,                 1.2018,                  0.476,                0.70791,                0.69294,                0.55463,                0.91846,                 1.9699,                 1.1485,              0.0099911,              0.0099911,              0.0099911
                     92,                0.98989,                 2.8738,                 1.1624,                0.55405,                0.75127,                0.80121,                0.66355,                0.81525,                 1.7401,                 1.0716,               0.009991,               0.009991,               0.009991
                     93,                  1.058,                 2.8378,                 1.1711,                0.54424,                0.71575,                0.78698,                0.64583,                0.85806,                 2.1052,                 1.0826,              0.0099909,              0.0099909,              0.0099909
                     94,                 1.1569,                  2.773,                 1.2187,                0.51101,                 0.7726,                0.79752,                0.63348,                0.93977,                 1.7353,                 1.1317,              0.0099908,              0.0099908,              0.0099908
                     95,                 1.0869,                 2.7151,                  1.186,                0.44869,                0.77914,                0.78495,                0.64357,                 0.8636,                 1.7107,                 1.1246,              0.0099907,              0.0099907,              0.0099907
                     96,                 1.1177,                 2.7199,                 1.2175,                0.68537,                0.39502,                0.61424,                0.41777,                 1.2772,                 2.8817,                  1.461,              0.0099906,              0.0099906,              0.0099906
                     97,                 1.1302,                 2.6724,                 1.2049,                0.67818,                0.53877,                0.71317,                0.53639,                 1.0421,                  2.264,                 1.2987,              0.0099905,              0.0099905,              0.0099905
                     98,                 1.1065,                 2.8134,                 1.2034,                0.61925,                0.56459,                0.74929,                0.57703,                 1.0531,                 2.2367,                 1.2567,              0.0099904,              0.0099904,              0.0099904
                     99,                 1.1479,                 2.7458,                 1.1814,                 0.7446,                0.32206,                 0.5086,                0.33374,                 1.4296,                 3.5476,                 1.7394,              0.0099903,              0.0099903,              0.0099903
                    100,                 1.0624,                 2.5402,                  1.178,                0.72208,                0.32322,                0.48887,                0.33809,                 1.3273,                 3.7018,                 1.6516,              0.0099902,              0.0099902,              0.0099902
                    101,                 1.0633,                  2.553,                 1.1567,                0.53066,                0.73208,                0.74849,                0.58543,                0.97446,                 1.8343,                 1.1507,              0.0099901,              0.0099901,              0.0099901
                    102,                 1.0634,                 2.5879,                 1.1803,                0.49632,                0.62921,                0.71023,                0.53277,                 1.0621,                 2.1082,                 1.1797,                0.00999,                0.00999,                0.00999
                    103,                 1.1008,                 2.5794,                 1.1646,                0.49619,                 0.7021,                0.73035,                0.52296,                  1.209,                 1.9456,                 1.2619,              0.0099899,              0.0099899,              0.0099899
                    104,                 1.0719,                 2.6274,                  1.187,                0.48502,                0.80863,                0.81701,                0.66763,                0.86037,                 1.6228,                 1.1051,              0.0099898,              0.0099898,              0.0099898
                    105,                 1.1391,                 2.7075,                 1.2362,                0.63337,                0.68458,                0.86214,                0.63015,                 1.1192,                 1.5445,                  1.278,              0.0099897,              0.0099897,              0.0099897
                    106,                 1.1329,                 2.5667,                 1.1953,                0.68674,                0.67008,                0.88901,                0.67194,                 1.0074,                 1.5283,                  1.177,              0.0099896,              0.0099896,              0.0099896
                    107,                 1.0874,                 2.5973,                 1.1693,                0.57996,                0.76487,                0.86656,                0.69297,                0.88452,                 1.4894,                 1.1265,              0.0099895,              0.0099895,              0.0099895
                    108,                 1.1159,                 2.4759,                 1.1664,                0.54603,                0.83009,                0.90225,                0.72557,                0.92214,                 1.5313,                 1.1596,              0.0099894,              0.0099894,              0.0099894
                    109,                  1.148,                 2.6395,                  1.203,                0.51892,                 0.8395,                0.90745,                0.70241,                 0.9882,                 1.4148,                  1.183,              0.0099893,              0.0099893,              0.0099893
                    110,                 1.0358,                 2.4098,                  1.141,                0.52006,                0.86586,                0.89648,                0.74537,                0.82857,                 1.3706,                 1.0972,              0.0099892,              0.0099892,              0.0099892
                    111,                 1.0487,                 2.4368,                 1.2001,                0.56208,                0.83002,                0.88869,                0.72283,                 0.8674,                  1.361,                 1.1213,              0.0099891,              0.0099891,              0.0099891
                    112,                 1.0895,                 2.4766,                 1.1727,                0.53475,                0.83317,                0.88187,                0.73525,                0.77031,                 1.4096,                 1.0583,               0.009989,               0.009989,               0.009989
                    113,                 1.0856,                 2.5664,                 1.1328,                0.63356,                0.74082,                0.84747,                0.66878,                0.96206,                 1.4549,                 1.1751,              0.0099889,              0.0099889,              0.0099889
                    114,                 1.0296,                 2.3334,                 1.1232,                0.58567,                0.82083,                0.89572,                0.72171,                0.88382,                 1.3343,                 1.1054,              0.0099888,              0.0099888,              0.0099888
                    115,                 1.0861,                  2.528,                 1.2169,                0.53998,                0.85549,                0.89452,                0.74506,                0.79879,                 1.3331,                 1.0691,              0.0099887,              0.0099887,              0.0099887
                    116,                 1.1024,                 2.3727,                 1.1459,                0.67525,                0.48294,                0.63669,                0.49417,                0.99748,                 2.7347,                 1.2929,              0.0099886,              0.0099886,              0.0099886
                    117,                 1.0854,                  2.505,                 1.1894,                0.70982,                0.40948,                0.56061,                0.42455,                 1.0315,                 3.1029,                 1.3706,              0.0099885,              0.0099885,              0.0099885
                    118,                 1.0767,                 2.4096,                 1.1683,                0.55288,                0.63341,                0.74731,                0.59249,                0.96592,                 2.0423,                 1.1945,              0.0099884,              0.0099884,              0.0099884
                    119,                0.96759,                 2.2335,                 1.0844,                0.52576,                 0.7207,                0.78316,                0.63977,                0.86632,                 1.7802,                 1.1418,              0.0099883,              0.0099883,              0.0099883
                    120,                 1.0181,                  2.314,                 1.1739,                 0.7192,                0.33088,                0.48851,                 0.3585,                  1.321,                 3.4752,                 1.7389,              0.0099882,              0.0099882,              0.0099882
                    121,                 1.1554,                  2.351,                 1.2235,                0.49694,                0.29557,                 0.3777,                0.25185,                 1.6143,                 4.0305,                 2.1714,              0.0099881,              0.0099881,              0.0099881
                    122,                 1.0973,                 2.5704,                 1.1875,                 0.1111,                0.51271,                0.39084,                0.25306,                 1.7852,                 4.0102,                 2.3426,               0.009988,               0.009988,               0.009988
                    123,                 1.0516,                 2.4075,                 1.1396,                0.08926,                0.43644,                0.31798,                0.21692,                 1.7706,                 4.2373,                 2.3313,              0.0099879,              0.0099879,              0.0099879
                    124,                 1.0927,                 2.3057,                 1.1651,                0.54695,                0.29478,                0.41882,                0.30726,                 1.4612,                 3.8474,                 1.9323,              0.0099878,              0.0099878,              0.0099878
                    125,                 1.0014,                 2.2029,                 1.1442,                0.69262,                0.38728,                0.52924,                0.38776,                 1.3047,                 3.1839,                 1.6346,              0.0099877,              0.0099877,              0.0099877
                    126,                 1.1144,                  2.465,                 1.2315,                0.69621,                0.35593,                0.51368,                0.39495,                 1.1706,                 3.2603,                 1.5964,              0.0099876,              0.0099876,              0.0099876
                    127,                 1.0555,                 2.3487,                 1.1837,                0.58176,                0.71549,                0.88672,                0.72547,                0.87943,                 1.7515,                 1.1731,              0.0099875,              0.0099875,              0.0099875
                    128,                 1.0531,                 2.3809,                 1.1692,                0.68464,                0.21916,                0.37258,                0.24837,                  1.545,                 3.9769,                  2.087,              0.0099874,              0.0099874,              0.0099874
                    129,                 1.0409,                 2.4521,                  1.205,                0.59203,                0.63526,                0.74266,                0.61122,                0.91803,                 2.2153,                 1.2204,              0.0099873,              0.0099873,              0.0099873
                    130,                 0.9807,                 2.2335,                 1.1036,                0.68185,                0.77807,                0.94089,                0.77997,                 0.8323,                 1.2738,                 1.1057,              0.0099872,              0.0099872,              0.0099872
                    131,                0.98746,                 2.1531,                 1.1244,                 0.6807,                0.49048,                0.70939,                0.55784,                 1.0336,                 2.6326,                 1.3445,              0.0099871,              0.0099871,              0.0099871
                    132,                 1.0314,                 2.3828,                 1.1615,                0.08065,                0.38136,                0.26487,                0.17375,                 1.6595,                 4.4404,                 2.2111,               0.009987,               0.009987,               0.009987
                    133,                 1.0809,                  2.326,                 1.1927,                 0.0946,                0.52542,                0.39106,                0.26918,                 1.4272,                 3.8773,                 1.8757,              0.0099869,              0.0099869,              0.0099869
                    134,                 1.0687,                  2.198,                 1.1748,                0.08949,                0.44915,                0.30964,                0.22789,                 1.5025,                  4.204,                 2.0118,              0.0099868,              0.0099868,              0.0099868
                    135,                 1.0353,                 2.1525,                 1.0907,                0.45194,                0.42107,                0.43159,                0.32202,                  1.307,                 3.6606,                 1.7503,              0.0099867,              0.0099867,              0.0099867
                    136,                 1.0094,                 2.0746,                 1.1335,                0.59425,                0.59679,                0.79448,                0.60068,                 1.1264,                 2.1877,                 1.3521,              0.0099866,              0.0099866,              0.0099866
                    137,                0.97571,                 2.0833,                 1.1204,                 0.6382,                0.65236,                0.86543,                0.67781,                0.97938,                 1.8427,                 1.2227,              0.0099865,              0.0099865,              0.0099865
                    138,                 1.0021,                 2.0767,                 1.1576,                0.62974,                0.80353,                0.94441,                 0.7702,                0.85337,                  1.221,                 1.1092,              0.0099864,              0.0099864,              0.0099864
                    139,                 1.0223,                 2.3552,                 1.1578,                0.59087,                0.84003,                0.95003,                0.77571,                0.81601,                 1.2331,                 1.0962,              0.0099863,              0.0099863,              0.0099863
                    140,                 1.0059,                 2.1807,                  1.122,                0.75651,                0.77234,                0.94539,                0.79723,                0.78764,                 1.0735,                 1.0857,              0.0099862,              0.0099862,              0.0099862
                    141,                0.97462,                 2.0835,                 1.1327,                0.63386,                0.87795,                0.93204,                0.77377,                0.81225,                 1.0423,                 1.1113,              0.0099861,              0.0099861,              0.0099861
                    142,                0.98325,                  2.157,                 1.1075,                0.67837,                0.86827,                0.95003,                0.80555,                0.75947,                 1.0311,                 1.0719,               0.009986,               0.009986,               0.009986
                    143,                 1.0603,                 2.2071,                 1.2199,                0.68206,                0.83527,                0.94581,                0.76606,                0.88342,                 1.0651,                 1.1531,              0.0099859,              0.0099859,              0.0099859
                    144,                 1.0573,                 2.2458,                 1.1718,                0.68245,                0.74364,                0.92894,                0.76465,                0.81724,                 1.2239,                  1.103,              0.0099858,              0.0099858,              0.0099858
                    145,                0.95967,                 2.0653,                 1.1292,                0.77581,                0.59322,                0.85067,                0.69183,                0.81238,                 1.7499,                 1.1369,              0.0099857,              0.0099857,              0.0099857
                    146,                 1.0162,                 2.0249,                 1.1273,                0.11448,                0.42373,                0.33321,                0.23614,                 1.7154,                 4.1957,                 2.2288,              0.0099856,              0.0099856,              0.0099856
                    147,                 1.0024,                 2.0388,                 1.1289,                0.12153,                0.45763,                0.36345,                0.26844,                 1.4698,                  4.133,                  2.004,              0.0099855,              0.0099855,              0.0099855
                    148,                 1.0078,                 2.1357,                 1.1592,                0.12246,                0.47458,                0.35263,                0.26031,                  1.498,                 4.2579,                 2.0529,              0.0099854,              0.0099854,              0.0099854
                    149,                 1.0106,                 2.0571,                 1.1282,                0.11434,                    0.5,                0.36213,                0.25665,                 1.5569,                 4.2133,                 2.1265,              0.0099853,              0.0099853,              0.0099853
                    150,                 1.0015,                 2.0628,                 1.1129,                0.09865,                0.47458,                0.35025,                0.25242,                 1.5274,                 4.2297,                  2.113,              0.0099852,              0.0099852,              0.0099852
                    151,                 1.1121,                 2.2287,                 1.1883,                0.65845,                0.33051,                0.47362,                0.34028,                 1.3546,                 3.5095,                 1.8465,              0.0099851,              0.0099851,              0.0099851
                    152,                  0.963,                 2.1006,                 1.1343,                0.61467,                0.63364,                0.78462,                0.63894,                0.93245,                  1.971,                 1.2439,              0.0099851,              0.0099851,              0.0099851
                    153,                 0.9971,                  2.032,                 1.1114,                0.69414,                0.80726,                0.95003,                0.71968,                 1.0455,                 1.2345,                 1.2274,               0.009985,               0.009985,               0.009985
